coreID,species,annotation.ID,image.ID,image.URL,flower,is.duplicated,set.number,sequence,username,user.ID,Year,Month,Day,Latitude,Longitude,Elevation,julian,L4,L3,L2,L1,tmean01,tmean02,tmean03,tmean04,tmean05,tmean06,tmean07,tmean08,tmean09,tmean10,tmean11,tmean12,bio1,bio4,bio10,bio11,precip01,precip02,precip03,precip04,precip05,precip06,precip07,precip08,precip09,precip10,precip11,precip12,bio12,bio15,bio16,bio17
11051782,Boechera_stricta,10135107,352594,https://crowdcurio-experiment-images.s3.amazonaws.com/Boechera_stricta/images/Boechera_stricta.11051782.jpg,5,FALSE,1,6,A1DYUM3QGG3DKX,20071,2016,7,16,38.959444,-106.988889,2904,198,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-10.38,-6.61,-2.76,1.02,4.98,12.91,14.12,12.03,9.3,5.26,-0.47,-9.42,2.498,8.654,13.02,-8.803,67.828,53.446,70.791,85.2,77.748,9.982,39.381,95.324,56.027,27.287,65.536,131.606,780.156,49.273,312.13,76.65
528562,Boechera_stricta,10135485,351962,https://crowdcurio-experiment-images.s3.amazonaws.com/Boechera_stricta/images/Boechera_stricta.528562.jpg,1,FALSE,5,1,A1KGH20N8PHS46,24264,2001,8,6,40.2,-106.85,2916,218,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-7.32,-6.28,-2.23,2.07,6.24,11.5,15.91,14.37,10.81,4.019,-0.88,-8.28,3.327,8.542,13.927,-7.293,38.567,83.794,111.434,105.078,49.651,13.238,33.08,42.757,42.83,55.839,72.863,70.812,719.943,49.275,300.306,84.885
525745,Boechera_stricta,10136448,351960,https://crowdcurio-experiment-images.s3.amazonaws.com/Boechera_stricta/images/Boechera_stricta.525745.jpg,15,FALSE,5,5,A1KGH20N8PHS46,24264,1993,8,11,40.16,-106.13,3438,223,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-9.96,-9.65,-5.22,-3.18,3.19,6.65,10.19,10.12,5.4,-0.11,-8.15,-9.97,-0.891,7.838,8.987,-9.86,70.042,128.395,85.997,118.68,45.455,71.158,21.072,33.731,52.765,89.303,74.458,39.406,830.462,47.66,336.378,94.209
21977082,Boechera_stricta,10138289,352847,https://crowdcurio-experiment-images.s3.amazonaws.com/Boechera_stricta/images/Boechera_stricta.21977082.jpg,1,FALSE,2,10,A1DYUM3QGG3DKX,20071,1981,6,27,38.98333359,-106.9833298,3460,178,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-7.18,-8.55,-6.75,0.18,1.3,9.16,11.03,9.5,7.48,0.2,-4.61,-10.03,0.144,7.66,9.897,-8.587,29.017,66.228,185.167,117.467,186.785,24.7,90.608,52.182,57.266,158.332,73.988,138.749,1180.489,58.707,530.284,105.899
13844872,Boechera_stricta,10144039,352654,https://crowdcurio-experiment-images.s3.amazonaws.com/Boechera_stricta/images/Boechera_stricta.13844872.jpg,6,FALSE,2,7,A3HZRSZAPWTUXE,19760,1980,7,13,39.56873,-106.04905,2757,195,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-7.51,-6.35,-5.8,-1.53,5.23,11.09,14.2,12.63,9.37,2.5,-2.19,-1.64,2.5,7.809,12.64,-6.553,61.027,37.248,41.434,58.489,55.468,0,38.695,30.479,35.886,17.445,14.336,9.273,399.78,59.467,174.984,23.609
4730232,Boechera_stricta,10144966,352436,https://crowdcurio-experiment-images.s3.amazonaws.com/Boechera_stricta/images/Boechera_stricta.4730232.jpg,2,FALSE,7,2,A3N2BBKQ70QR76,24455,2008,8,2,36.890858,-105.213623,3521,215,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-9.61,-6.94,-4.3,-0.86,3.71,9.82,11.83,11.35,7.97,3.81,-0.85,-6.53,1.617,7.56,11,-7.693,97.804,67.699,56.09,52.039,36.888,13.816,90.624,83.891,35.968,44.232,30.846,120.841,730.738,52.191,309.269,80.63
13844856,Boechera_stricta,10145795,352641,https://crowdcurio-experiment-images.s3.amazonaws.com/Boechera_stricta/images/Boechera_stricta.13844856.jpg,4,FALSE,1,8,AGP702Z35QV2Q,20075,1980,7,13,39.56873,-106.04905,2757,195,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-7.51,-6.35,-5.8,-1.53,5.23,11.09,14.2,12.63,9.37,2.5,-2.19,-1.64,2.5,7.809,12.64,-6.553,61.027,37.248,41.434,58.489,55.468,0,38.695,30.479,35.886,17.445,14.336,9.273,399.78,59.467,174.984,23.609
13844842,Boechera_stricta,10146304,352632,https://crowdcurio-experiment-images.s3.amazonaws.com/Boechera_stricta/images/Boechera_stricta.13844842.jpg,24,FALSE,1,9,AGP702Z35QV2Q,20075,1986,6,30,39.7189668,-106.412446,2866,181,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-5.08,-5.58,-0.62,1.15,5.61,11.8,12.49,12.93,7.78,2.37,-3.52,-8.039,2.608,7.472,12.407,-6.233,28.755,107.779,29.349,76.257,23.911,45.421,72.452,39.408,52.58,52.893,64.715,29.364,622.884,48.031,256.488,82.015
3050122,Boechera_stricta,10147394,352300,https://crowdcurio-experiment-images.s3.amazonaws.com/Boechera_stricta/images/Boechera_stricta.3050122.jpg,1,FALSE,8,5,A3N2BBKQ70QR76,24455,1997,7,15,38.919842,-106.850931,2965,196,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-8.65,-8.43,-2.29,-1.54,5.23,10.67,12.91,12.35,9.85,2.51,-5.12,-9.64,1.488,8.58,11.977,-8.907,164.897,46.124,42.953,112.354,83.171,35.198,21.558,83.841,88.9,79.983,88.831,40.27,888.08,53.936,366.151,97.026
19803140,Boechera_stricta,10151484,352744,https://crowdcurio-experiment-images.s3.amazonaws.com/Boechera_stricta/images/Boechera_stricta.19803140.jpg,3,FALSE,3,7,A11FNNUS4ZSHUP,21957,1990,7,15,40.0552,-107.3242,2573,196,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-7.33,-6.1,-1.78,3.38,5.77,11.37,13.25,12.45,13.44,5.48,-0.94,-9.51,3.29,8.371,13.047,-7.647,25.706,42.783,64.131,58.159,43.968,35.249,52.912,29.24,56.236,78.922,58.648,48.533,594.487,30.744,201.701,90.195
27202657,Boechera_stricta,10156331,352930,https://crowdcurio-experiment-images.s3.amazonaws.com/Boechera_stricta/images/Boechera_stricta.27202657.jpg,11,FALSE,13,7,A1KGH20N8PHS46,24264,2009,7,4,39.42,-106.16,3563,185,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-8.66,-7.99,-5.23,-3.08,4.03,6.14,11.02,10.29,6.65,-1.95,-3.71,-11.83,-0.36,7.729,9.32,-9.493,76.912,60.709,70.891,72.514,85.942,65.046,44.395,24.462,61.007,72.979,20.069,51.472,706.398,34.693,235.833,88.926
19996137,Boechera_stricta,10161374,352754,https://crowdcurio-experiment-images.s3.amazonaws.com/Boechera_stricta/images/Boechera_stricta.19996137.jpg,2,FALSE,1,6,A2URSKBGTAXWX2,25214,2001,8,7,40.157,-106.7822,2898,219,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-9.52,-6.55,-2.8,1.84,6.37,10.76,15.17,13.68,9.84,3.8,-1.36,-9.23,2.667,8.694,13.203,-8.433,41.373,84.805,110.248,101.034,48.181,10.329,31.818,43.066,40.844,42.743,70.976,70.219,695.636,51.223,296.087,82.991
1300746,Boechera_stricta,10164208,352019,https://crowdcurio-experiment-images.s3.amazonaws.com/Boechera_stricta/images/Boechera_stricta.1300746.jpg,4,FALSE,1,3,A2SUGXMFK0O58O,24463,2005,7,28,36.29,-105.453,3147,209,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-3.1,-4.23,-2.9,1.9,7.68,11.53,15.83,13.2,11.56,5.04,0.44,-4.68,4.356,7.445,13.53,-4.003,105.399,89.268,99.535,85.343,53.972,40.15,47.115,84.978,93.669,57.779,30.506,21.222,808.936,42.892,298.603,91.878
31391117,Boechera_stricta,10168810,352968,https://crowdcurio-experiment-images.s3.amazonaws.com/Boechera_stricta/images/Boechera_stricta.31391117.jpg,10,FALSE,1,10,A3XNJW1NJ13Y9,21870,2011,7,1,38.95836,-106.98269,2962,182,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-10.2,-9.7,-2.91,-0.2,3.57,10.83,14.69,14.66,9.75,3.4,-4.03,-8.09,1.814,9.126,13.393,-9.33,51.572,119.75,108.593,151.971,78.099,15.763,69.5,33.187,52.168,70.733,57.256,23.378,831.97,58.403,380.314,72.328
13844108,Calochortus_gunnisonii,8730760,304427,https://crowdcurio-experiment-images.s3.amazonaws.com/Calochortus_gunnisonii/images/Calochortus_gunnisonii.13844108.jpg,4,FALSE,4,8,A38UUB83BIPIUR,19792,2005,7,26,38.29595,-105.857691,3277,207,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-5.86,-6.25,-5.35,-0.75,4.28,8.109,13.13,10.13,8.44,3.15,-2.91,-9,1.427,7.434,10.567,-7.037,61.194,40.876,41.006,48.348,22.764,18.075,35.201,92.778,44.334,80.905,37.618,33.976,557.075,47.488,234.877,74.815
13841121,Calochortus_gunnisonii,8733806,304399,https://crowdcurio-experiment-images.s3.amazonaws.com/Calochortus_gunnisonii/images/Calochortus_gunnisonii.13841121.jpg,3,FALSE,1,8,ABXDP1SNWS9O7,21343,1991,7,23,39.7202799,-107.1727518,2991,204,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-8.76,-3.66,-4.62,-0.73,5.64,11.01,13.84,13.85,9.81,4.81,-5.33,-6.43,2.453,8.341,12.9,-6.84,70.628,46.98,140.392,87.556,40.011,45.987,80.654,46.08,53.309,56.265,97.596,29.673,795.131,46.943,325.544,115.671
4852039,Calochortus_gunnisonii,8744692,304354,https://crowdcurio-experiment-images.s3.amazonaws.com/Calochortus_gunnisonii/images/Calochortus_gunnisonii.4852039.jpg,2,FALSE,7,8,A3174LRDWDKFLC,19935,1991,7,21,39.8825,-107.0209,2773,202,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-7.53,-2.55,-2.76,0.35,6.75,11.77,14.26,14.33,10.44,5.06,-3.89,-5.27,3.413,7.985,13.453,-5.563,63.727,44.331,124.349,78.549,49.91,51.16,72.432,52.883,43.178,36.151,91.837,24.444,732.951,44.824,294.735,103.773
526002,Calochortus_gunnisonii,8744885,304093,https://crowdcurio-experiment-images.s3.amazonaws.com/Calochortus_gunnisonii/images/Calochortus_gunnisonii.526002.jpg,1,FALSE,8,1,A3174LRDWDKFLC,19935,1995,8,2,40.41,-106.37,2829,214,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-9.65,-3.38,-2.56,-0.39,3.06,9.35,11.91,13.85,8.79,1.22,-1.89,-7.54,1.898,7.614,11.703,-6.857,40.664,47.351,44.936,85.266,171.192,53.994,40.297,21.455,58.025,56.736,82.391,37.322,739.629,63.161,338.849,99.074
1301039,Calochortus_gunnisonii,8744926,304101,https://crowdcurio-experiment-images.s3.amazonaws.com/Calochortus_gunnisonii/images/Calochortus_gunnisonii.1301039.jpg,1,FALSE,3,4,A1YSJ6A0HH6GRG,14313,2005,8,2,36.5653,-106.3263,3085,214,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-4.059,-4.34,-3.18,1.33,6.91,10.99,15.61,12.96,10.89,4.84,0.28,-5.22,3.918,7.462,13.187,-4.54,165.45,166.085,103.243,104.79,54.741,24.197,40.756,75.855,41.014,82.23,7.77,31.267,897.398,69.794,436.325,63.234
516552,Calochortus_gunnisonii,8745235,304087,https://crowdcurio-experiment-images.s3.amazonaws.com/Calochortus_gunnisonii/images/Calochortus_gunnisonii.516552.jpg,1,FALSE,8,6,A3174LRDWDKFLC,19935,1993,7,25,40.31,-106.43,2890,206,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-8,-7.32,-3.1,-1.09,5.89,9.2,11.82,12.68,8.24,2.55,-6.26,-7.83,1.398,7.975,11.233,-7.717,73.497,93.91,70.322,94.125,40.828,54.614,18.212,44.074,43.71,65.773,56.654,43.249,698.968,38.574,261.532,102.289
496812,Calochortus_gunnisonii,8745963,304085,https://crowdcurio-experiment-images.s3.amazonaws.com/Calochortus_gunnisonii/images/Calochortus_gunnisonii.496812.jpg,1,FALSE,1,2,A2R8M4OH6A2W72,21399,1993,7,25,40.31,-106.43,2890,206,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-8,-7.32,-3.1,-1.09,5.89,9.2,11.82,12.68,8.24,2.55,-6.26,-7.83,1.398,7.975,11.233,-7.717,73.497,93.91,70.322,94.125,40.828,54.614,18.212,44.074,43.71,65.773,56.654,43.249,698.968,38.574,261.532,102.289
29949812,Calochortus_gunnisonii,8751113,304565,https://crowdcurio-experiment-images.s3.amazonaws.com/Calochortus_gunnisonii/images/Calochortus_gunnisonii.29949812.jpg,2,FALSE,1,8,A1XLJSI04SWG61,21457,2022,7,17,38.9585,-106.9828,2955,198,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-9.937,-10.149,-5.581,-0.515,4.909,10.266,13.413,13.054,10.846,2.171,-6.452,-9.165,1.072,9.279,12.438,-9.75,45.481,59.109,71.221,71.092,37.189,41.347,53.537,76.779,42.524,64.134,44.888,114.97,722.271,36.207,262.97,121.06
30092174,Calochortus_gunnisonii,8754400,304568,https://crowdcurio-experiment-images.s3.amazonaws.com/Calochortus_gunnisonii/images/Calochortus_gunnisonii.30092174.jpg,4,FALSE,1,4,ATOEGFPZKGE0P,18790,2008,7,25,38.99,-107.72,2782,207,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-9.89,-6.62,-3.77,-0.63,5.22,11.86,16.35,15.47,10.47,5.67,0.09,-6.77,3.121,9.053,14.56,-7.76,172.388,132.368,62.362,59.926,66.759,14.785,45.347,48.055,39.409,49.055,55.03,202.38,947.864,73.26,507.136,99.541
27199840,Calochortus_gunnisonii,8756883,304551,https://crowdcurio-experiment-images.s3.amazonaws.com/Calochortus_gunnisonii/images/Calochortus_gunnisonii.27199840.jpg,1,FALSE,3,3,ATOEGFPZKGE0P,18790,2008,7,25,38.98,-107.71,2793,207,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-9.59,-6.35,-3.48,-0.27,5.44,12.19,16.56,15.63,10.69,5.87,0.39,-6.62,3.372,9.033,14.793,-7.52,165.081,131.331,61.683,59.82,66.561,15.081,45.121,48.021,39.534,48.241,53.577,192.561,926.612,71.117,488.973,99.736
19803893,Calochortus_gunnisonii,8757590,304453,https://crowdcurio-experiment-images.s3.amazonaws.com/Calochortus_gunnisonii/images/Calochortus_gunnisonii.19803893.jpg,2,FALSE,1,6,A33MSXDJ43S6U7,21518,2001,7,15,39.52274,-106.42055,3044,196,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-8.14,-5.17,-1.59,2.98,6.9,11.62,15.01,13.35,10.3,4.1,-1.22,-8.37,3.314,8.275,13.327,-7.227,25.914,43.317,80.805,80.395,39.978,26.375,38.705,61.472,45.91,25.921,63.669,50.144,582.605,40.12,224.869,78.21
25329529,Calochortus_gunnisonii,8758065,304544,https://crowdcurio-experiment-images.s3.amazonaws.com/Calochortus_gunnisonii/images/Calochortus_gunnisonii.25329529.jpg,1,FALSE,4,3,ATOEGFPZKGE0P,18790,2015,7,26,38.963808,-106.982968,3089,207,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-3.83,-2.91,0.18,1.88,4.73,12.84,13.13,13.97,12.14,7.01,-3,-7.73,4.034,7.696,13.313,-4.853,41.876,61.215,80.897,68.031,162.679,64.036,107.68,100.617,67.044,53.307,77.078,122.232,1006.692,40.54,392.591,156.398
25329535,Calochortus_gunnisonii,8758772,304545,https://crowdcurio-experiment-images.s3.amazonaws.com/Calochortus_gunnisonii/images/Calochortus_gunnisonii.25329535.jpg,1,FALSE,4,8,ATOEGFPZKGE0P,18790,2015,7,26,38.963808,-106.982968,3089,207,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-3.83,-2.91,0.18,1.88,4.73,12.84,13.13,13.97,12.14,7.01,-3,-7.73,4.034,7.696,13.313,-4.853,41.876,61.215,80.897,68.031,162.679,64.036,107.68,100.617,67.044,53.307,77.078,122.232,1006.692,40.54,392.591,156.398
24830211,Calochortus_gunnisonii,8759557,304538,https://crowdcurio-experiment-images.s3.amazonaws.com/Calochortus_gunnisonii/images/Calochortus_gunnisonii.24830211.jpg,4,FALSE,5,6,ATOEGFPZKGE0P,18790,1977,7,26,38.959681,-106.978609,2999,207,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-9.83,-6.2,-6.55,1.4,5.5,11.67,13.48,12.46,9.26,3.72,-2.74,-6.99,2.098,8.455,12.537,-7.79,48.274,66.319,81.539,84.151,36.478,13.844,69.545,43.776,62.678,49.699,94.91,148.121,799.334,51.282,327.182,94.098
24221396,Calochortus_gunnisonii,8760277,304501,https://crowdcurio-experiment-images.s3.amazonaws.com/Calochortus_gunnisonii/images/Calochortus_gunnisonii.24221396.jpg,1,FALSE,6,5,ATOEGFPZKGE0P,18790,1983,8,3,36.55694,-106.32917,3043,215,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-3.97,-4.87,-3.28,-3.07,3.54,8.62,13.51,13.54,10.65,4.17,-2.9,-7.15,2.399,7.59,12.567,-5.33,61.56,88.117,165.705,68.617,55.518,30.246,44.925,85.871,26.258,24.562,146.31,211.858,1009.547,71.464,523.873,81.066
21618549,Calochortus_gunnisonii,8762725,304467,https://crowdcurio-experiment-images.s3.amazonaws.com/Calochortus_gunnisonii/images/Calochortus_gunnisonii.21618549.jpg,4,FALSE,1,9,A11QUCWXECNK44,21578,1976,8,1,39.01499,-107.046713,3286,214,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-10.16,-6.01,-6.64,-0.53,4.33,8.02,12.34,10.29,7.49,0.91,-4.09,-7.97,0.665,7.727,10.217,-8.257,149.541,257.743,108.459,105.79,57.914,30.258,43.304,64.226,59.319,14.719,50.147,14.381,955.801,86.608,515.743,59.358
13844129,Calochortus_gunnisonii,8763110,304428,https://crowdcurio-experiment-images.s3.amazonaws.com/Calochortus_gunnisonii/images/Calochortus_gunnisonii.13844129.jpg,2,FALSE,2,8,A2JWU5GINFTOXT,9433,2000,7,5,39.59537,-106.27752,2998,187,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-7.01,-4.66,-3.07,2.51,6.65,10.46,14.29,13.37,9.24,4.14,-8.27,-8.56,2.424,8.511,12.707,-7.947,104.032,82.218,80.937,90.208,51.772,44.156,40.805,100.904,54.493,31.556,65.125,74.946,821.152,35.194,295.144,116.517
13843566,Calochortus_gunnisonii,8764768,304417,https://crowdcurio-experiment-images.s3.amazonaws.com/Calochortus_gunnisonii/images/Calochortus_gunnisonii.13843566.jpg,4,FALSE,1,3,ADNYJN0YX30C4,21260,1989,8,1,40.1292161,-106.8187812,3117,213,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-8.99,-8.49,-1.44,1.63,5.38,8.49,14.64,11.25,8.97,2.8,-3.21,-8.34,1.891,8.117,11.62,-8.607,87.595,131.049,103.759,98.13,69.617,19.47,70.591,46.297,49.359,51.118,114.045,139.273,980.303,45.149,384.367,115.126
4183008,Calochortus_gunnisonii,8768827,304318,https://crowdcurio-experiment-images.s3.amazonaws.com/Calochortus_gunnisonii/images/Calochortus_gunnisonii.4183008.jpg,2,FALSE,9,7,A2JWU5GINFTOXT,9433,1991,7,25,39.7605,-107.7573,2691,206,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-7.29,-2.29,-2.81,0.83,7.39,12.73,15.41,15.59,11.14,5.51,-3.22,-4.76,4.019,8.3,14.577,-5.09,59.855,31.131,116.192,71.837,33.302,34.74,54.816,43.434,46.733,48.996,91.325,26.469,658.83,48.732,279.354,90.902
1304488,Calochortus_gunnisonii,8779247,304107,https://crowdcurio-experiment-images.s3.amazonaws.com/Calochortus_gunnisonii/images/Calochortus_gunnisonii.1304488.jpg,4,FALSE,3,3,A2TARR0EJ9Q0LH,20797,2005,7,30,36.8332,-105.2047,3292,211,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-4.12,-5.48,-4.6,0.19,5.88,9.79,13.66,11.09,9.56,3.74,-0.91,-5.91,2.741,7.13,11.513,-5.33,86.492,72.23,94.01,99.469,55.417,40.792,45.597,99.1,59.607,68.291,34.303,20.524,775.832,40.975,292.579,95.619
8886147,Calochortus_gunnisonii,8779738,304363,https://crowdcurio-experiment-images.s3.amazonaws.com/Calochortus_gunnisonii/images/Calochortus_gunnisonii.8886147.jpg,3,FALSE,2,9,AC84VXT9HOV7A,20889,2015,7,26,38.963808,-106.982968,3089,207,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-3.83,-2.91,0.18,1.88,4.73,12.84,13.13,13.97,12.14,7.01,-3,-7.73,4.034,7.696,13.313,-4.853,41.876,61.215,80.897,68.031,162.679,64.036,107.68,100.617,67.044,53.307,77.078,122.232,1006.692,40.54,392.591,156.398
1303162,Calochortus_gunnisonii,8779896,304104,https://crowdcurio-experiment-images.s3.amazonaws.com/Calochortus_gunnisonii/images/Calochortus_gunnisonii.1303162.jpg,5,FALSE,3,6,A2TARR0EJ9Q0LH,20797,2005,7,13,36.5558,-106.3353,3060,194,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-4.01,-4.31,-3.13,1.43,7.07,11.08,15.74,13.07,10.98,4.89,0.33,-5.08,4.005,7.482,13.297,-4.467,152.942,157.926,98.706,100.462,52.786,23.852,42.537,74.519,41.276,80.938,7.014,28.124,861.082,68.002,411.33,58.99
24638136,Calochortus_gunnisonii,8780732,304507,https://crowdcurio-experiment-images.s3.amazonaws.com/Calochortus_gunnisonii/images/Calochortus_gunnisonii.24638136.jpg,1,FALSE,1,3,A137D1IABG8R0Z,21763,2000,6,3,39.6457,-106.2965,2837,155,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-6.24,-4.29,-2.02,3.58,8.189,11.75,15.43,15.08,10.68,4.6,-6.74,-8.44,3.465,8.804,14.087,-7.14,95.74,77.107,52.454,77.438,48.409,43.279,23.892,46.696,51.544,20.688,55.681,54.246,647.174,39.739,250.285,87.859
3014697,Calochortus_gunnisonii,8781070,304219,https://crowdcurio-experiment-images.s3.amazonaws.com/Calochortus_gunnisonii/images/Calochortus_gunnisonii.3014697.jpg,1,FALSE,5,3,A24LKC3LQ8ZOLY,13390,2000,7,18,39.54,-106.3,3085,200,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-6.84,-4.66,-3.14,2.38,6.6,10.58,14.26,13.53,9.3,4.19,-8.18,-8.31,2.476,8.487,12.79,-7.777,104.291,79.198,87.211,92.832,52.313,45.239,48.492,125.34,55.062,34.933,65.973,79.249,870.133,37.21,322.463,128.664
4726699,Calochortus_gunnisonii,8783367,304331,https://crowdcurio-experiment-images.s3.amazonaws.com/Calochortus_gunnisonii/images/Calochortus_gunnisonii.4726699.jpg,2,FALSE,8,4,A24LKC3LQ8ZOLY,13390,2007,7,29,36.84205556,-105.2029722,3324,210,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-6.86,-5.14,-1.08,0.64,4.79,10.05,12.75,13.39,9.38,4.57,0.63,-7.35,2.981,7.37,12.063,-6.45,51.739,52.288,58.095,85.747,63.977,43.973,117.716,85.29,68.647,25.383,14.232,122.731,789.818,50.045,326.194,83.588
28163359,Campanula_rotundifolia,8720720,306537,https://crowdcurio-experiment-images.s3.amazonaws.com/Campanula_rotundifolia/images/Campanula_rotundifolia.28163359.jpg,7,FALSE,1,7,A1T8XGFAWPKDLK,21289,2019,8,18,37.486656,-107.506538,3298,230,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-4.35,-7.31,-2.24,2.31,2.99,11.02,15.05,15.44,11.63,3.22,0.69,-4.29,3.68,7.862,14.04,-5.317,114.35,172.005,184.352,42.736,126.725,20.746,29.853,25.965,26.874,13.194,89.008,87.566,933.374,77.93,483.082,59.905
24718398,Campanula_rotundifolia,8732235,306426,https://crowdcurio-experiment-images.s3.amazonaws.com/Campanula_rotundifolia/images/Campanula_rotundifolia.24718398.jpg,3,FALSE,7,9,A2LH6TVX7S5SJ9,19033,1999,7,16,37.9178,-105.4579,3069,197,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-4.07,-2.87,0.33,-0.67,4.46,10.28,13.86,12.3,8.63,4.34,2.06,-5.81,3.57,6.555,12.147,-4.25,34.261,16.561,30.187,168.003,114.461,34.647,83.867,106.456,34.303,52.697,9.618,35.618,720.679,79.833,388.92,56.366
21996485,Campanula_rotundifolia,8740995,306258,https://crowdcurio-experiment-images.s3.amazonaws.com/Campanula_rotundifolia/images/Campanula_rotundifolia.21996485.jpg,0,FALSE,1,10,AW4N2FHARUP32,21409,1981,6,27,38.98333333,-106.9833333,3460,178,Sedimentary Subalpine Forests,Southern Rockies,WESTERN CORDILLERA,NORTHWESTERN FORESTED MOUNTAINS,-7.18,-8.55,-6.75,0.18,1.3,9.16,11.03,9.5,7.48,0.2,-4.61,-10.03,0.144,7.66,9.897,-8.587,29.017,66.228,185.167,117.467,186.785,24.7,90.608,52.182,57.266,158.332,73.988,138.749,1180.489,58.707,530.284,105.899
